id,dateSubmitted,employeeId,employeeName,problem,category,department,proposedSolution,status,implementationDate,createDate,createUserId,modifyDate,modifyUserId,deleted,deleteUserId,deleteDate
137,2020-01-23 00:00:00,1874,Jessica Lee,Customer service queries piling up,3,Design,Implement an email template for quick replies,3,2020-6-9 00:00:00,2020-01-23 00:00:00,5,NULL,NULL,NULL,NULL,NULL
138,2020-01-23 00:00:00,1917,John Smith,Missing important files from project folder,1,Design,Schedule a training session for all employees,1,NULL,2020-01-23 00:00:00,6,NULL,NULL,NULL,NULL,NULL
139,2020-01-24 00:00:00,1917,John Smith,Printer not connecting to the network,1,Finance,Implement a clear communication plan using project management tools,3,2021-9-18 00:00:00,2020-01-24 00:00:00,6,NULL,NULL,NULL,NULL,NULL
140,2020-01-24 00:00:00,1290,Emily Johnson,Cannot log into company CRM system,4,HR,Reconfigure email settings and ensure synchronization is enabled,5,NULL,2020-01-24 00:00:00,2,NULL,NULL,NULL,NULL,NULL
141,2020-01-24 00:00:00,1917,John Smith,Team communication is unclear,4,Operations,Check permissions on the shared folder and ensure everyone has the correct access,4,NULL,2020-01-24 00:00:00,6,NULL,NULL,NULL,NULL,NULL
142,2020-01-24 00:00:00,1668,David Wilson,Printer not connecting to the network,4,Finance,Assign more staff to handle customer service during peak hours,3,2020-8-21 00:00:00,2020-01-24 00:00:00,4,NULL,NULL,NULL,NULL,NULL
143,2020-01-24 00:00:00,1961,Michael Brown,Printer not connecting to the network,4,Operations,Automate data entry using a workflow management tool,1,NULL,2020-01-24 00:00:00,7,NULL,NULL,NULL,NULL,NULL
144,2020-01-24 00:00:00,1290,Emily Johnson,Customer service queries piling up,3,QA,Monitor workloads and encourage regular breaks and time-off,2,NULL,2020-01-24 00:00:00,2,NULL,NULL,NULL,NULL,NULL
145,2020-01-25 00:00:00,1290,Emily Johnson,Printer not connecting to the network,3,QA,Automate data entry using a workflow management tool,3,2023-5-18 00:00:00,2020-01-25 00:00:00,2,NULL,NULL,NULL,NULL,NULL
146,2020-01-25 00:00:00,1290,Emily Johnson,Confusion with new company software,5,Engineering,Clear cache and run a disk cleanup utility,4,NULL,2020-01-25 00:00:00,2,NULL,NULL,NULL,NULL,NULL
147,2020-01-25 00:00:00,1668,David Wilson,Lack of collaboration on shared projects,4,Operations,Check permissions on the shared folder and ensure everyone has the correct access,2,NULL,2020-01-25 00:00:00,4,NULL,NULL,NULL,NULL,NULL
148,2020-01-25 00:00:00,1284,Sarah Davis,Computer running slow,5,QA,Request additional resources from the project manager and adjust the timeline,5,NULL,2020-01-25 00:00:00,1,NULL,NULL,NULL,NULL,NULL
149,2020-01-25 00:00:00,1961,Michael Brown,Emails not syncing across devices,2,Operations,Restart the system and check network settings,5,NULL,2020-01-25 00:00:00,7,NULL,NULL,NULL,NULL,NULL
150,2020-01-25 00:00:00,1668,David Wilson,Unable to access shared company drive,3,Finance,Implement an email template for quick replies,1,NULL,2020-01-25 00:00:00,4,NULL,NULL,NULL,NULL,NULL
151,2020-01-26 00:00:00,1668,David Wilson,Slow response times for customer emails,3,Engineering,Request additional resources from the project manager and adjust the timeline,2,NULL,2020-01-26 00:00:00,4,NULL,NULL,NULL,NULL,NULL
152,2020-01-26 00:00:00,1917,John Smith,Customer service queries piling up,4,Engineering,Restart the system and check network settings,5,NULL,2020-01-26 00:00:00,6,NULL,NULL,NULL,NULL,NULL
153,2020-01-26 00:00:00,1538,James Harris,Missing important files from project folder,5,Finance,Implement an email template for quick replies,2,NULL,2020-01-26 00:00:00,3,NULL,NULL,NULL,NULL,NULL
154,2020-01-27 00:00:00,1668,David Wilson,Computer running slow,5,Engineering,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,2,NULL,2020-01-27 00:00:00,4,NULL,NULL,NULL,NULL,NULL
155,2020-01-28 00:00:00,1538,James Harris,Missed deadline due to lack of resources,4,Engineering,Check backup and retrieve from last sync,3,2023-10-4 00:00:00,2020-01-28 00:00:00,3,NULL,NULL,NULL,NULL,NULL
156,2020-01-28 00:00:00,1284,Sarah Davis,Printer not connecting to the network,2,Engineering,Restart printer and check network settings,2,NULL,2020-01-28 00:00:00,1,NULL,NULL,NULL,NULL,NULL
157,2020-01-28 00:00:00,1284,Sarah Davis,Missing important files from project folder,3,Finance,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,4,NULL,2020-01-28 00:00:00,1,NULL,NULL,NULL,NULL,NULL
158,2020-01-28 00:00:00,1290,Emily Johnson,Emails not syncing across devices,5,QA,Reconfigure email settings and ensure synchronization is enabled,2,NULL,2020-01-28 00:00:00,2,NULL,NULL,NULL,NULL,NULL
159,2020-01-28 00:00:00,1668,David Wilson,Slow response times for customer emails,5,Finance,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2020-01-28 00:00:00,4,NULL,NULL,NULL,NULL,NULL
160,2020-01-28 00:00:00,1284,Sarah Davis,Customer service queries piling up,5,Design,Assign more staff to handle customer service during peak hours,2,NULL,2020-01-28 00:00:00,1,NULL,NULL,NULL,NULL,NULL
161,2020-01-28 00:00:00,1538,James Harris,Lack of collaboration on shared projects,5,QA,Implement an email template for quick replies,1,NULL,2020-01-28 00:00:00,3,NULL,NULL,NULL,NULL,NULL
162,2020-02-01 00:00:00,1668,David Wilson,Missed deadline due to lack of resources,2,HR,Set up a reminder system for employees to notify HR of absences in advance,1,NULL,2020-02-01 00:00:00,4,NULL,NULL,NULL,NULL,NULL
163,2020-02-01 00:00:00,1284,Sarah Davis,Employee burnout from overwork,5,QA,Automate data entry using a workflow management tool,2,NULL,2020-02-01 00:00:00,1,NULL,NULL,NULL,NULL,NULL
164,2020-02-01 00:00:00,1961,Michael Brown,Manual data entry errors,3,QA,Check backup and retrieve from last sync,5,NULL,2020-02-01 00:00:00,7,NULL,NULL,NULL,NULL,NULL
165,2020-02-01 00:00:00,1874,Jessica Lee,Missed deadline due to lack of resources,4,HR,Check permissions on the shared folder and ensure everyone has the correct access,4,NULL,2020-02-01 00:00:00,5,NULL,NULL,NULL,NULL,NULL
166,2020-02-01 00:00:00,1961,Michael Brown,Cannot log into company CRM system,1,HR,Automate data entry using a workflow management tool,1,NULL,2020-02-01 00:00:00,7,NULL,NULL,NULL,NULL,NULL
167,2020-02-01 00:00:00,1284,Sarah Davis,Manual data entry errors,1,Operations,Check backup and retrieve from last sync,4,NULL,2020-02-01 00:00:00,1,NULL,NULL,NULL,NULL,NULL
168,2020-02-01 00:00:00,1290,Emily Johnson,Manual data entry errors,1,QA,Schedule a training session for all employees,5,NULL,2020-02-01 00:00:00,2,NULL,NULL,NULL,NULL,NULL
169,2020-02-02 00:00:00,1917,John Smith,Lack of collaboration on shared projects,5,Design,Reconfigure email settings and ensure synchronization is enabled,5,NULL,2020-02-02 00:00:00,6,NULL,NULL,NULL,NULL,NULL
170,2020-02-02 00:00:00,1290,Emily Johnson,Lack of collaboration on shared projects,2,Operations,Implement an email template for quick replies,2,NULL,2020-02-02 00:00:00,2,NULL,NULL,NULL,NULL,NULL
171,2020-02-02 00:00:00,1961,Michael Brown,Cannot log into company CRM system,4,HR,Implement an email template for quick replies,4,NULL,2020-02-02 00:00:00,7,NULL,NULL,NULL,NULL,NULL
172,2020-02-02 00:00:00,1290,Emily Johnson,Emails not syncing across devices,4,Design,Restart the system and check network settings,1,NULL,2020-02-02 00:00:00,2,NULL,NULL,NULL,NULL,NULL
173,2020-02-02 00:00:00,1668,David Wilson,Customer service queries piling up,1,HR,Clear cache and run a disk cleanup utility,3,2024-12-9 00:00:00,2020-02-02 00:00:00,4,NULL,NULL,NULL,NULL,NULL
174,2020-02-02 00:00:00,1874,Jessica Lee,Missed deadline due to lack of resources,4,Operations,Reset the password and check internet connectivity,4,NULL,2020-02-02 00:00:00,5,NULL,NULL,NULL,NULL,NULL
175,2020-02-02 00:00:00,1917,John Smith,Printer not connecting to the network,2,Design,Implement an email template for quick replies,1,NULL,2020-02-02 00:00:00,6,NULL,NULL,NULL,NULL,NULL
176,2020-02-02 00:00:00,1668,David Wilson,Team communication is unclear,4,HR,Implement an email template for quick replies,5,NULL,2020-02-02 00:00:00,4,NULL,NULL,NULL,NULL,NULL
177,2020-02-02 00:00:00,1961,Michael Brown,Slow response times for customer emails,5,Finance,Implement an email template for quick replies,2,NULL,2020-02-02 00:00:00,7,NULL,NULL,NULL,NULL,NULL
178,2020-02-03 00:00:00,1538,James Harris,Missed deadline due to lack of resources,4,HR,Restart printer and check network settings,3,2022-3-24 00:00:00,2020-02-03 00:00:00,3,NULL,NULL,NULL,NULL,NULL
179,2020-02-03 00:00:00,1668,David Wilson,Customer service queries piling up,1,Design,Reset the password and check internet connectivity,2,NULL,2020-02-03 00:00:00,4,NULL,NULL,NULL,NULL,NULL
180,2020-02-03 00:00:00,1284,Sarah Davis,Missed deadline due to lack of resources,3,Operations,Automate data entry using a workflow management tool,5,NULL,2020-02-03 00:00:00,1,NULL,NULL,NULL,NULL,NULL
181,2020-02-03 00:00:00,1874,Jessica Lee,Team communication is unclear,1,Engineering,Request additional resources from the project manager and adjust the timeline,3,2021-2-21 00:00:00,2020-02-03 00:00:00,5,NULL,NULL,NULL,NULL,NULL
182,2020-02-03 00:00:00,1284,Sarah Davis,Manual data entry errors,3,Design,Restart the system and check network settings,3,2023-11-16 00:00:00,2020-02-03 00:00:00,1,NULL,NULL,NULL,NULL,NULL
183,2020-02-03 00:00:00,1290,Emily Johnson,Employee burnout from overwork,2,QA,Assign more staff to handle customer service during peak hours,2,NULL,2020-02-03 00:00:00,2,NULL,NULL,NULL,NULL,NULL
184,2020-02-04 00:00:00,1917,John Smith,Difficulty accessing shared files,2,Operations,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,2,NULL,2020-02-04 00:00:00,6,NULL,NULL,NULL,NULL,NULL
185,2020-02-04 00:00:00,1917,John Smith,Difficulty accessing shared files,5,Finance,Implement an email template for quick replies,2,NULL,2020-02-04 00:00:00,6,NULL,NULL,NULL,NULL,NULL
186,2020-02-04 00:00:00,1538,James Harris,Emails not syncing across devices,5,Engineering,Reset the password and check internet connectivity,2,NULL,2020-02-04 00:00:00,3,NULL,NULL,NULL,NULL,NULL
187,2020-02-04 00:00:00,1290,Emily Johnson,Lack of collaboration on shared projects,2,QA,Restart the system and check network settings,5,NULL,2020-02-04 00:00:00,2,NULL,NULL,NULL,NULL,NULL
188,2020-02-04 00:00:00,1290,Emily Johnson,Missed deadline due to lack of resources,3,Finance,Implement a clear communication plan using project management tools,2,NULL,2020-02-04 00:00:00,2,NULL,NULL,NULL,NULL,NULL
189,2020-02-05 00:00:00,1917,John Smith,Manual data entry errors,4,HR,Reset the password and check internet connectivity,1,NULL,2020-02-05 00:00:00,6,NULL,NULL,NULL,NULL,NULL
190,2020-02-05 00:00:00,1917,John Smith,Unable to access shared company drive,3,HR,Check permissions on the shared folder and ensure everyone has the correct access,1,NULL,2020-02-05 00:00:00,6,NULL,NULL,NULL,NULL,NULL
191,2020-02-05 00:00:00,1290,Emily Johnson,Customer service queries piling up,2,HR,Reconfigure email settings and ensure synchronization is enabled,1,NULL,2020-02-05 00:00:00,2,NULL,NULL,NULL,NULL,NULL
192,2020-02-05 00:00:00,1917,John Smith,Manual data entry errors,4,Engineering,Assign more staff to handle customer service during peak hours,2,NULL,2020-02-05 00:00:00,6,NULL,NULL,NULL,NULL,NULL
193,2020-02-05 00:00:00,1284,Sarah Davis,Missed deadline due to lack of resources,4,HR,Clear cache and run a disk cleanup utility,1,NULL,2020-02-05 00:00:00,1,NULL,NULL,NULL,NULL,NULL
194,2020-02-05 00:00:00,1874,Jessica Lee,Team communication is unclear,1,HR,Automate data entry using a workflow management tool,5,NULL,2020-02-05 00:00:00,5,NULL,NULL,NULL,NULL,NULL
195,2020-02-05 00:00:00,1538,James Harris,Missing important files from project folder,3,Operations,Schedule a training session for all employees,2,NULL,2020-02-05 00:00:00,3,NULL,NULL,NULL,NULL,NULL
196,2020-02-06 00:00:00,1961,Michael Brown,Difficulty accessing shared files,3,Operations,Assign more staff to handle customer service during peak hours,4,NULL,2020-02-06 00:00:00,7,NULL,NULL,NULL,NULL,NULL
197,2020-02-06 00:00:00,1961,Michael Brown,Printer not connecting to the network,1,HR,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,5,NULL,2020-02-06 00:00:00,7,NULL,NULL,NULL,NULL,NULL
198,2020-02-06 00:00:00,1961,Michael Brown,Missing important files from project folder,4,HR,Check backup and retrieve from last sync,3,2023-7-24 00:00:00,2020-02-06 00:00:00,7,NULL,NULL,NULL,NULL,NULL
199,2020-02-06 00:00:00,1961,Michael Brown,Emails not syncing across devices,4,Engineering,Reset the password and check internet connectivity,3,2023-6-1 00:00:00,2020-02-06 00:00:00,7,NULL,NULL,NULL,NULL,NULL
200,2020-02-06 00:00:00,1284,Sarah Davis,Printer not connecting to the network,2,Engineering,Request additional resources from the project manager and adjust the timeline,4,NULL,2020-02-06 00:00:00,1,NULL,NULL,NULL,NULL,NULL
201,2020-02-07 00:00:00,1284,Sarah Davis,Missed deadline due to lack of resources,3,QA,Set up a reminder system for employees to notify HR of absences in advance,3,2023-9-27 00:00:00,2020-02-07 00:00:00,1,NULL,NULL,NULL,NULL,NULL
202,2020-02-07 00:00:00,1961,Michael Brown,Emails not syncing across devices,3,Finance,Implement an email template for quick replies,1,NULL,2020-02-07 00:00:00,7,NULL,NULL,NULL,NULL,NULL
203,2020-02-07 00:00:00,1961,Michael Brown,Printer not connecting to the network,2,Engineering,Check permissions on the shared folder and ensure everyone has the correct access,5,NULL,2020-02-07 00:00:00,7,NULL,NULL,NULL,NULL,NULL
204,2020-02-07 00:00:00,1961,Michael Brown,Employee burnout from overwork,2,HR,Restart the system and check network settings,2,NULL,2020-02-07 00:00:00,7,NULL,NULL,NULL,NULL,NULL
205,2020-02-08 00:00:00,1284,Sarah Davis,Manual data entry errors,2,Engineering,Clear cache and run a disk cleanup utility,3,2023-4-2 00:00:00,2020-02-08 00:00:00,1,NULL,NULL,NULL,NULL,NULL
206,2020-02-08 00:00:00,1961,Michael Brown,Manual data entry errors,1,HR,Restart the system and check network settings,4,NULL,2020-02-08 00:00:00,7,NULL,NULL,NULL,NULL,NULL
207,2020-02-09 00:00:00,1284,Sarah Davis,Printer not connecting to the network,2,QA,Implement an email template for quick replies,2,NULL,2020-02-09 00:00:00,1,NULL,NULL,NULL,NULL,NULL
208,2020-02-09 00:00:00,1290,Emily Johnson,Printer not connecting to the network,5,Design,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,5,NULL,2020-02-09 00:00:00,2,NULL,NULL,NULL,NULL,NULL
209,2020-02-09 00:00:00,1917,John Smith,Printer not connecting to the network,3,QA,Schedule a training session for all employees,5,NULL,2020-02-09 00:00:00,6,NULL,NULL,NULL,NULL,NULL
210,2020-02-10 00:00:00,1961,Michael Brown,Team communication is unclear,2,Operations,Implement an email template for quick replies,3,2022-9-7 00:00:00,2020-02-10 00:00:00,7,NULL,NULL,NULL,NULL,NULL
211,2020-02-10 00:00:00,1961,Michael Brown,Manual data entry errors,4,Engineering,Schedule a training session for all employees,4,NULL,2020-02-10 00:00:00,7,NULL,NULL,NULL,NULL,NULL
212,2020-02-10 00:00:00,1917,John Smith,Slow response times for customer emails,4,Design,Reset the password and check internet connectivity,1,NULL,2020-02-10 00:00:00,6,NULL,NULL,NULL,NULL,NULL
213,2020-02-10 00:00:00,1961,Michael Brown,Slow response times for customer emails,1,Engineering,Schedule a training session for all employees,3,2020-2-2 00:00:00,2020-02-10 00:00:00,7,NULL,NULL,NULL,NULL,NULL
214,2020-02-10 00:00:00,1961,Michael Brown,Employee absence without notice,4,Finance,Request additional resources from the project manager and adjust the timeline,1,NULL,2020-02-10 00:00:00,7,NULL,NULL,NULL,NULL,NULL
215,2020-02-11 00:00:00,1284,Sarah Davis,Difficulty accessing shared files,4,Finance,Schedule a training session for all employees,1,NULL,2020-02-11 00:00:00,1,NULL,NULL,NULL,NULL,NULL
216,2020-02-11 00:00:00,1290,Emily Johnson,Employee burnout from overwork,5,Engineering,Clear cache and run a disk cleanup utility,1,NULL,2020-02-11 00:00:00,2,NULL,NULL,NULL,NULL,NULL
217,2020-02-11 00:00:00,1668,David Wilson,Employee burnout from overwork,2,Finance,Check permissions on the shared folder and ensure everyone has the correct access,2,NULL,2020-02-11 00:00:00,4,NULL,NULL,NULL,NULL,NULL
218,2020-02-11 00:00:00,1290,Emily Johnson,Missing important files from project folder,1,QA,Implement an email template for quick replies,3,2020-4-16 00:00:00,2020-02-11 00:00:00,2,NULL,NULL,NULL,NULL,NULL
219,2020-02-11 00:00:00,1538,James Harris,Employee burnout from overwork,5,QA,Check backup and retrieve from last sync,4,NULL,2020-02-11 00:00:00,3,NULL,NULL,NULL,NULL,NULL
220,2020-02-11 00:00:00,1538,James Harris,Cannot log into company CRM system,2,QA,Request additional resources from the project manager and adjust the timeline,5,NULL,2020-02-11 00:00:00,3,NULL,NULL,NULL,NULL,NULL
221,2020-02-11 00:00:00,1668,David Wilson,Printer not connecting to the network,4,HR,Clear cache and run a disk cleanup utility,5,NULL,2020-02-11 00:00:00,4,NULL,NULL,NULL,NULL,NULL
222,2020-02-11 00:00:00,1290,Emily Johnson,Slow response times for customer emails,1,Engineering,Monitor workloads and encourage regular breaks and time-off,1,NULL,2020-02-11 00:00:00,2,NULL,NULL,NULL,NULL,NULL
223,2020-02-11 00:00:00,1917,John Smith,Missing important files from project folder,1,Operations,Schedule regular check-ins and use collaboration tools like Slack or Microsoft Teams,2,NULL,2020-02-11 00:00:00,6,NULL,NULL,NULL,NULL,NULL
